idx,content,pubdate,url,uid,pid,mid,testdate,status,retestdate,status_2,followers,error,topic,class
36868,美国民主被白左折磨得半死，如今又给白右踩上几脚，已经死绝了。没有中华文明的大复兴，人类不会有民主进步了。,10/5/18,https://weibo.com/6057504665/GCvReth49,6057504665,GCvReth49,4291790000000000.0,10/9/18,available,11/28/18,available,6006.0,,democracy,uncensored
235,今天是2018最后一天，原本今年是改革开放四十周年，中国手中握了一把好牌。但是，这一年发生了太多的事，大家的期望落空了，春天的时候就说“寒冬将至”，对于即将到来的2019充满忧虑。但是，我坚信“发展是硬道理”，“民心不可侮”，中国还是会克服重重困难，中国人民的勤奋和创造力一定能迎来柳暗花明的2019,12/30/18,https://weibo.com/2573254044/H9Lfza0D9,2573254044,H9Lfza0D9,4323270000000000.0,1/3/19,not available,1/4/19,not available,,Permission Denied!,china,censored
40280,我觉得天天对忘羡来说是很幸福的事情，我看着也觉得很温暖，即便是被和谐的部分我也从来不觉得过，因为他们的感情和他们的经历值得他们这样朝朝暮暮。我看过一句话，大概是老祖攻遍天下，却甘愿受于忘机，是的，这就是羡羡爱忘机的证明，一点也不比忘机少。魔道祖师,9/24/18,https://weibo.com/5100490072/GAXiHwQeF,5100490072,GAXiHwQeF,4288080000000000.0,9/28/18,available,1/2/19,available,73.0,,propaganda,uncensored
23494,特朗普的新名字～堂吉诃德·川普。其实，有利益分歧或冲突是正常的并不可怕，真正可怕的是对对方充满幻觉。这几天看美国媒体报道其政界人物就中美贸易冲突的看法。特朗普和分管官员脑子里充满了堂吉诃德式的念头，真心认为“中国社会因贸易战这而分裂”，“中国经济快垮了”，“中国人当他们觉得被包围了，就会投降”。你会觉得美国是怎么了，堂吉诃德执掌白宫？,10/3/18,https://weibo.com/1609508501/GCcmSxV6n,1609508501,GCcmSxV6n,4291040000000000.0,10/7/18,available,12/2/18,available,949.0,,trump,uncensored
448,特朗普于空军一号上宣布，对中国将在2000亿关税基础上再额外添加2670亿美元关税。……2017年中国出口美国5370亿美元,9/8/18,http://weibo.com/1635524492/GylEb7dHK,1635524492,GylEb7dHK,4281860000000000.0,9/11/18,not available,12/26/18,not available,37393.0,Permission Denied!,trump,censored
265,为什么杭州政府把城城案一直压了6个月、不向外公布？其中到底何方是鬼作怪啊、有共产共党的法律吗？百姓有民主权吗！！,10/13/18,https://weibo.com/3793660612/GDOF7FKt4,3793660612,GDOF7FKt4,4294900000000000.0,10/17/18,available,12/26/18,not available,30.0,Permission Denied!,democracy,censored
137,大家发觉没有，相对于2008年，今年纪念改革开放的好文章，几乎没有。我猜原因有三点：1）过去10年，中国的经济学者没有什么进步，所以没能写出比10年前更好的文章。2）过去10年，中国没有什么真正值得书写的改革举措，因此也就没有什么好的纪念文章了。3）人家写了，但发不出来，所以我们没看到。不知道哪个原因占的成分大一点呢。,12/18/18,https://weibo.com/1035547072/H7RoEu9dn,1035547072,H7RoEu9dn,4318740000000000.0,12/22/18,not available,12/23/18,not available,64855.0,Permission Denied!,china,censored
492,路透社报道，最早下周一，美国总统特朗普宣布，对中国2000亿美元商品加征关税，征税10%，比先前25%的低些。美国总统一意孤行下去是必然的。,9/16/18,http://weibo.com/1736287852/Gzzp6iZrY,1736287852,Gzzp6iZrY,4284780000000000.0,9/19/18,not available,12/27/18,not available,290630.0,Permission Denied!,trump,censored
357,中国人所迷恋的「大局」，大抵也就是一种奴性。皇帝是没有了，权贵集体就是「大局」。经济优于人权，国家优于个人，所以权贵不能闪失。体现在悲惨强奸案上，奴婢们要么今夜和滴滴一起，要么津津有味讨论东哥是否美国作局该如何保，受害者命贱如纸，奴婢只想分得人血馒头。如果说印度作为「强奸国度」是庶民自身的贫贱悲剧，中国这儿，则是权力者和他们的奴仆对尘世和庶民的践踏。人的自由平等一日不成共识，这个国度依然会像这样脏下去。,9/6/18,http://weibo.com/1785667721/Gy70cBbJq,1785667721,Gy70cBbJq,4281300000000000.0,9/9/18,available,12/30/18,not available,96168.0,Permission Denied!,hr,censored
37665,“在白色恐怖时代，向日葵、红色都不能出现。当我们这个时代，自由民主气氛早已经存在社会之中，年轻人是不是开始在制造另一种紧张，因为东西太多，脚步太快，社会有太多东西，是不是有另一种紧张被制造出来了？我相信是有的，想象的愤怒，集体的歇斯底里，生命什么时候会因为漏掉一条新闻而活不下去吗？没有，但这样反而被逼得走不下去了。”,10/29/18,https://weibo.com/6405023827/H0bw2oaHa,6405023827,H0bw2oaHa,4300440000000000.0,11/2/18,available,11/29/18,available,18.0,,democracy,uncensored
8441,这就是中国计划生育带来的悲剧O老人被强拖到台上的原因感动了千万观众，涂磊都觉得心痛不停擦泪,12/12/18,https://weibo.com/3199711040/H70FC8A51,3199711040,H70FC8A51,4316710000000000.0,12/16/18,available,12/27/18,available,254.0,,fp,uncensored
485,2018.9.15早，特朗普发布对中国2000亿美元的商品征收关税指令。这是搬起砖头砸自己的脚。不过这会不会只是小菜，接下来那些财产转移至国外的要小心了，特朗普会不会冻结这些个财产?会不会时不时公布一些?想想怪吓人的。,9/15/18,http://weibo.com/2060525797/GzsEQsNFK,2060525797,GzsEQsNFK,4284520000000000.0,9/18/18,not available,12/27/18,not available,254.0,Permission Denied!,trump,censored
106,抓捕加拿大外交官是一步臭棋，因为这家伙的价值远不如华为大公主。赵括马谡之流再瞎折腾，给台湾海峡引来三个航母战斗群，90天过渡期一夜之间作废，全部中国商品立即百分百关税，北京的大手掌会亲自给瞎折腾的瓜蛋们戴上大红花并送上光荣榜。,12/11/18,https://weibo.com/2703536433/H6NzwEhg8,2703536433,H6NzwEhg8,4316210000000000.0,12/15/18,not available,12/16/18,not available,39282.0,Permission Denied!,china,censored
28781,呵呵，观察者网在美国。反美是工作，留美是生活。刚刚，川普在飞机上的这一细小动作，被骂惨了...O刚刚，川普在飞机上的这一细小动作，被骂惨了...,11/25/18,https://weibo.com/5856490788/H4qJZfNN0,5856490788,H4qJZfNN0,4310560000000000.0,11/29/18,available,12/11/18,available,40.0,,trump,uncensored
14395,假料bot：据悉中国一线女星氨基辣bb今晚出席mama亚洲盛典回到家后把自己关在房间待了两个小时他的丈夫皇小名透露他贴着门缝听到bb在房内循环播放今晚防弹少年团舞台边看边喊妙老公孩子都不管了出房门后立马拨通经纪人电话联系防弹少年团出门吃宵夜为中韩友好建交献出了一份伟大的力量,12/14/18,https://weibo.com/3165472184/H7fwGmecg,3165472184,H7fwGmecg,4317280000000000.0,12/18/18,available,12/29/18,available,78.0,,china,uncensored
28079,特朗普一直有一个阴谋，就是让美国取代欧佩克成为全世界油价的控制者。因为现在的情况不一样了，因为页岩油技术的出现，美国已经成为了全球第一大原油和天然气生产国、出口国，这个时候美国就想着要掌握全球原油的定价权。摆在美国面前最大的敌人就是欧佩克，成员国有沙特、伊拉克、伊朗、科威特、阿联酋、尼日利亚、委内瑞拉等15个国家，这些国家联合起来，对全球石油价格有很大的影响力。,11/17/18,https://weibo.com/1405463773/H35mxvHTS,1405463773,H35mxvHTS,4307360000000000.0,11/21/18,available,12/11/18,available,2023296.0,,trump,uncensored
924,万人请辞抗议杭州打狗劝你们善良！当看到这个消息时，我是惊呆的！这是2018年？真的不像，反倒是像文革红卫兵的时代！只是红卫兵变成了现在的城管。可怕，真的可怕！我喜欢狗，我也养过狗，当你们这些刽子手从狗主人手里抢走狗的时候他们心理有多难受么？我曾经向往的杭州，我曾经想一直定居的地方，竟然是这样的？请你们善良，不单单是为了别人，也为了自己！,11/16/18,https://weibo.com/2455879675/H2USHckQj,2455879675,H2USHckQj,4306950000000000.0,11/20/18,not available,12/12/18,not available,896.0,Permission Denied!,cr,censored
646,【2018美国中期选举民主党夺回众议院】11月6日，特朗普迎来期中考，民主党和共和党就众议院全部435个席位、35个参议院席位以及36个州长席位展开角逐。目前，各州的投票情况正在统计过程中。据分析，民主党将获得众议院多数党席位。共和党则将在中期选举后继续掌控参议院。O美中期选举:民主党夺回众议院共和党保住参议院,11/7/18,https://weibo.com/1893801487/H1yG4aSop,1893801487,H1yG4aSop,4303720000000000.0,11/11/18,not available,12/28/18,not available,18942134.0,Permission Denied!,trump,censored
32939,全世界的教师节是9月28日，以纪念孔子为目的，而我们的教师节是9月10日，当初在制定教师节的时候正赶上文化大革命，批林斗孔除四旧，政治气氛太浓，没有人敢把孔子的诞辰作为教师节。,9/28/18,https://weibo.com/1868717347/GBuh6kxpO,1868717347,GBuh6kxpO,4289350000000000.0,10/2/18,available,1/1/19,available,271.0,,cr,uncensored
619,卡舒吉和本拉登是一路人只不过一个暴力派一个温和派…这件事在美闹得这么大也是因为美国的主流媒体想恶心川普…好多评论转发看得我都无语什么当一个记者说真话blablabla记者真高尚blabla不知道该不该笑虽然沙特活体肢解真的令人毛骨悚然仿佛重回中世纪,10/19/18,https://weibo.com/6086529903/GELxVipZr,6086529903,GELxVipZr,4297160000000000.0,10/23/18,available,12/27/18,not available,20.0,Permission Denied!,trump,censored
2426,孟晚舟保释后发朋友圈我从来不觉得爱国是什么丢人的事情，反而我觉得是每一个中国人都应该有的态度。先有国后有家，既然生活在这片土地上，就应该热爱这片土地,12/12/18,https://weibo.com/5310328294/H6TZbEKNr,5310328294,H6TZbEKNr,4316450000000000.0,12/16/18,available,12/27/18,available,166.0,,patriotism,uncensored
14539,微博简直是吐槽的绝佳地点因为没有熟人，昨天一朋友给我看她朋友在墨尔本的东边90万澳币买的一块地然后在地上又花200万澳币造的一栋300万“法式别墅”，我看了图片还禁不住问了一句，这房子是鬼佬公司给造的还是找的中国人施工队给造的？那风格真的就像浙江温州那些高速公路边一晃而过的无数灰色奇怪土楼，或者某个中国中西部县城中心广场旁边的最高级桑拿会所一样，不中不西倒洋不土。花300万建了这么一栋房子，连穹顶都是法国进口过来的哦，我朋友补充道。脑补一下一个中国家庭，生活在墨尔本这么一栋气派的三层法式公馆里，头顶一直是一个金色气派的犹如卢浮宫或者梵蒂冈西斯丁教堂的穹顶，只是不知道他们是不是会继续选择铺上猪肝红的木地板配上上好的红木家具，让这份尊贵奢华更上一层楼。,12/14/18,https://weibo.com/2267229162/H7iiJA6rX,2267229162,H7iiJA6rX,4317390000000000.0,12/18/18,available,12/29/18,available,462.0,,china,uncensored
28429,设计师在主场还要乱来，而且都箭在弦上，真的怀疑他是不是特朗普假装的啊…真的苦了中国公关team，从几个月以前就开始邀请，各种明星各种kol合作。忙到今天，本来以为马上要解放了，等来一个百年一遇的特大型公关事故还要继续忙上加忙。,11/21/18,https://weibo.com/1678384161/H3GGKqiWB,1678384161,H3GGKqiWB,4308790000000000.0,11/25/18,available,12/11/18,available,38439.0,,trump,uncensored
93,转发：正东迎朝阳如果这次再像中兴那样让美国人得逞，中华民族就无望了。美国人现在最希望中国乱，因此我们要注意斗争和抗议的方式方法，建议：1、网上到加拿大大使馆、美国大使馆抗议，2、直接到美国加拿大驻华的大使馆领事馆抗议，切不可随便上街抗议游行而影响国家的安定稳定。---左大培答：我要的是举报和惩办美国奸细和帮办,12/6/18,https://weibo.com/3192339774/H664PAP8g,3192339774,H664PAP8g,4314530000000000.0,12/10/18,not available,12/16/18,not available,35107.0,Permission Denied!,china,censored
334,我怀疑，那些声称“要民意要民主要自由”的知识分子，文学青年，行为先锋。知道什么是我国的民意主体吗？人民当家作主，是top5%受高等教育者当家作主吗？当然不是啦，真正的民意主体，那些源源不断把孩子送给杨永信的父母，那些月薪三千点不起外卖的平均收入人口，八亿农民，六千万虎视眈眈冲动暴躁的光棍，时刻催婚的姑婆们。无产阶级，才是国家真正的主人。我还记得某次撕逼中，某些自以为进步的小资艺术使者告诉我“党，国”对她们而言是一种污蔑。哈哈哈哈哈。因为她们觉得此地诸多限制，不民主，不自由。嘻嘻，她们要的那种民主最喜欢一把撕碎她们这种压榨他人而获取了财富和自由，行为柔弱又毫无产出的人了。一方面是人民不够右，才容许她们存在；一方面人民又不够左，竟容许她们存在。而她们又以左为豪，这个屁股坐得真的非常搞笑了。,12/17/18,https://weibo.com/5525595650/H7KtC0aGR,5525595650,H7KtC0aGR,4318470000000000.0,12/21/18,not available,12/22/18,not available,228.0,Permission Denied!,democracy,censored
14366,人们常把价值投资简单等同于长期持有，这种认识是有偏差的。长期持有往往是因为我们的研究领先于市场，而中国市场的效率偏低，股价反映基本面的变化可能需要相当长的时间，导致我们持有时间长。长期投资、价值投资不是持股不动，而是需要不断客观分析行业、公司的发展，并与当时的股价相结合，判断股价是否高估、风险收益是否合适，如果已经透支了未来，就要调整。,12/14/18,https://weibo.com/1525844264/H7f8qk7bc,1525844264,H7f8qk7bc,4317260000000000.0,12/18/18,available,12/29/18,available,313776.0,,china,uncensored
30165,不谈政治，其实美国历史上的老布什，克林顿，小布什，这些都是精英总统，民粹主义抬头，奥巴马，特朗普这些人的上台，其实彻底断送了这种精英统治，这将是以后越来越会怀念的时代。,12/5/18,https://weibo.com/3794021907/H5XsM05Gw,3794021907,H5XsM05Gw,4314200000000000.0,12/9/18,available,12/21/18,available,2154.0,,trump,uncensored
41,红黄蓝幼儿园案一审宣判真是犯罪成本太低了，难怪类似的犯罪屡屡发生!虐童，性侵，拐卖儿童难道不应该判的更重，以儆效尤吗？2西安·西安光电园,12/27/18,https://weibo.com/1647338247/H9iuLB6pg,1647338247,H9iuLB6pg,4322160000000000.0,12/31/18,not available,1/1/19,not available,87.0,Permission Denied!,kindergarten,censored
142,许静看着热搜从第二降下去了明天考试今天还找了一堆资料（改革开放40周年中国现代化建设新时代历史进程和谐社会）2珠海·吉林大学珠海学院,12/19/18,https://weibo.com/1878425094/H7XHemx5K,1878425094,H7XHemx5K,4318980000000000.0,12/23/18,not available,12/24/18,not available,271.0,Permission Denied!,china,censored
26054,其实特朗普确实有点傻但是却是有远见的，从历史长远来讲，掘来之食，早晚会让一个国家麻痹丧尸斗志美国另一派想的是奴隶主天天给我国送金银珠宝各种好处何乐而不为呢但是特朗普的方法是错误的，别人给你珠宝当然要收了，他应该做的是更改国内的分配制度，让懒人减少救济，可以减少或消除掘来之食对社会公平的不良影响。但是又想获得选票，哎这是民主的弊端吧还有一种是特朗普比另一派更贪婪他想让奴隶主送更多的珠宝并且治的服服帖帖,10/27/18,https://weibo.com/5594990801/GFSjjiCjm,5594990801,GFSjjiCjm,4299800000000000.0,10/31/18,available,12/3/18,available,185.0,,trump,uncensored
83,在推上看到不少说孟晚舟国籍的，哪位有确切消息的说说她还是中国国籍吗,12/6/18,https://weibo.com/5393307875/H5Z123R3w,5393307875,H5Z123R3w,4314260000000000.0,12/10/18,not available,12/16/18,not available,24464.0,Permission Denied!,china,censored
26613,【特朗普：“赴美生子”都成为一种产业了】刚刚细读了川普的讲话“非法移民的孩子将不再是美国公民”，意思就是黑在那的女人生了孩子，美国会把他们一家门遣送回国，他们再也无法挟婴儿以令诸侯，也无法在孩子18岁后获得身份。我身边大多数赴美生子的家庭，都是中产以上，均获得了签证，甚至在美有不少产业。这条新提案影响不到中产及以上阶层，倒霉的是凤姐那种人（凤凤对不起了）。,11/2/18,https://weibo.com/6215358575/H0O0HCUva,6215358575,H0O0HCUva,4301920000000000.0,11/6/18,available,12/10/18,available,23068.0,,trump,uncensored
102,【网友实名举报汇丰银行涉嫌侵犯商业秘密罪】加拿大拘押华为公司首席财务官孟晚舟事件持续发酵。今日，网友李明强向上海市公安局实名举报汇丰银行（中国）有限公司涉嫌侵犯商业秘密罪。该网友称，汇丰银行（中国）有限公司可能涉嫌将中国民营企业华为公司的商业机密，不正当的向外国司法机构进行泄漏。,12/10/18,https://weibo.com/6280477940/H6BbY0k5p,6280477940,H6BbY0k5p,4315730000000000.0,12/14/18,not available,12/16/18,not available,790518.0,Permission Denied!,china,censored
26374,上海房产律师1、【海外房产】多家国际投资机构及经济分析机构认为：澳大利亚的悉尼、墨尔本，加拿大的多伦多、温哥华，英国的伦敦这五个城市房价或将坍塌！2、【海外移民】昨夜，特朗普总统表示即将签署行政命令结束“出生公民权”，未来，北京或许再也遇不见西雅图，赴美生子的业务或将退出历史舞台。,10/31/18,https://weibo.com/3101942257/H0um4qqLy,3101942257,H0um4qqLy,4301170000000000.0,11/4/18,available,12/10/18,available,758.0,,trump,uncensored
233,今天是2018年的最后一天每一年都有一个最后1⃣️天5年前我会热心地准时在零点给别人新年㊗️福去年我会认真地总结一年来的悲欢离合而今年。。。我只想催中国电信的办事效率能不能高一点呀？我都办了一周的宽带了还不给我电话卡，我移动的号都降资费了，再不给我卡，我就没流量用了。。。虽然办理业务的小姐姐一直时不时地悄悄地害羞地盯着我，但是我很抱歉，因为我知道我这一生注定无法属于任何一个人。。。啊～我这该死的无处安放的魅力,12/30/18,https://weibo.com/3735966437/H9GFElaWu,3735966437,H9GFElaWu,4323090000000000.0,1/3/19,not available,1/3/19,not available,200.0,Permission Denied!,china,censored
28354,美国总统特朗普：沙特形势“错综复杂”。“我们将观察形势的发展……这是一个遗憾，但事情就是这样。”我希望油价下跌。沙特已经帮助美国打压油价。如果美国放弃沙特，将是一个错误。不会通过对沙特持强硬立场来破坏全球经济。美国中情局（CIA）并未在沙特记者Khashoggi遇害案上发现“任何具有决定性的东西”。如果沙特王储也要赴阿根廷（参加G20峰会），我届时将与他会面。,11/20/18,https://weibo.com/1432862417/H3DQ1yVSj,1432862417,H3DQ1yVSj,4308680000000000.0,11/24/18,available,12/11/18,available,2813.0,,trump,uncensored
38379,我不懂政治，但我知道沙特记者被杀案是对美国的考验，我想看美国到底要选择正义还是利益，如果选择正义，那么他还是那个自由民主的美国，但是选利益的话，这样的国家在我心里就是一堆烂泥。,11/17/18,https://weibo.com/5247743566/H38TsCzdu,5247743566,H38TsCzdu,4307490000000000.0,11/21/18,available,12/17/18,available,63.0,,democracy,uncensored
13965,来年初め、西遊記の中国と米国の共同制作が正式にオンになり、私は猿の王孫悟空を果たし続ける、私は中国の文化を、芸術的画像のエネルギー、スタイル2つの開花と猿王の肯定的なイメージを作成し推進してまいります、私はあなたに多くの注目を願っていますㄖ月哖哖初，筗美郃拍魡硒游汜楖鱂正勢汧機，莪繼續Ъǎη演美猴仼孫悟箜，莪嬒砽美猴仼yì術形象努仂創慥ー箇正螚量魡形象，呅躰唡汧蘤，弘揚筗蕐呅ィ匕，χì朢汏榢dυоdυо關㊟。尼玛明年年初！！！！！！！！尼玛中美合拍的西游记即将正式开机有木有！！！！！！！！！！劳资继续扮演美猴王孙悟空！！！亲！！！！！！！！！！！尼玛劳资会用美猴王艺术形象努力创造一个正能量的形象！！！！！！！文体两开花！！！！！！！弘扬中华文化啊啊！！！！！！！！！！！！！尼玛希望大家能多多关注！！！！有木有！！！！！！！！！！！┏━┯━┯━┯━┯━┯━┓┃形│我│演│式│拍│明┃┃象│会│美│开│的│年┃┃努│用│猴│机│西│年┃┃力│美│王│，│游│初┃┃创│猴│孙│我│记│，┃┃造│王│悟│继│即│中┃┃一│艺│空│续│将│美┃┃个│术│，│扮│正│合┃┗━┷━┷━┷━┷━┷━┛┏━┯━┯━┯━┯━┯━┓┃││能│华│体│正┃┃││多│文│两│能┃┃││多│化│开│量┃┃││关│，│花│的┃┃││注│希│，│形┃┃│││望│弘│象┃┃│││大│扬│，┃┃│││家│中│文┃┗━┷━┷━┷━┷━┷━┛注关多多能家大望希，化文华中扬弘，花开两体文，象形的量能正个一造创力努象形术艺王猴美用会我，空悟孙王猴美演扮续继我，机开式正将即记游西的拍合美中，初年年明,12/13/18,https://weibo.com/1676582524/H74ktgOOz,1676582524,H74ktgOOz,4316850000000000.0,12/17/18,available,12/28/18,available,934693.0,,china,uncensored
557,2000亿落地了，加征10%关税，特朗普曾经威胁说加25%，这个靴子落地后本来应该对A股是好事，因为第一落地了，第二减少到10%，并且剔除了苹果为首的一部分商品；但后面的内容显示如果中国再抵抗就再对2670亿商品加征关税，这个就不太好了，依照我们的以往动作分析，肯定反击，这样下次就往纵深发展了！,9/18/18,http://weibo.com/5408006106/GzSPAbdDn,5408006106,GzSPAbdDn,4285520000000000.0,9/22/18,not available,12/27/18,not available,1266339.0,Permission Denied!,trump,censored
9607,首先不要瞎管！法无禁止即可为！！！【上交所陈炎玮：市场期待更多衍生品工具】上交所产品创新中心副总经理陈炎玮在2018年第14届中国（深圳）国际期货大会上交所专场上表示，近期上交所召集了座谈会。关于新产品，市场意见主要集中在3个方面，一是对更多ETF期权的需求，包括跨市场、跨境品种；二是对更多债券类衍生品工具的需求，主要是信用类工具，三是基础性配套措施，包括融券、证券借贷，这三个方面上交所都有研究和储备。,12/2/18,https://weibo.com/1952582167/H5mjbrMry,1952582167,H5mjbrMry,4312770000000000.0,12/6/18,available,12/19/18,available,46048.0,,china,uncensored
31734,舒马赫苏醒了醒来一看手机:原来我们德国队四年前拿了世界杯冠军，原来科比退役了，原来美国总统是川普，原来我穿梭到了未来世界,12/18/18,https://weibo.com/2546489484/H7O9M7caJ,2546489484,H7O9M7caJ,4318610000000000.0,12/22/18,available,1/4/19,available,233.0,,trump,uncensored
32244,不仅美国内部政治混乱，北约也同样如此。【突发！北约大批军队向乌军开火，特朗普反应却让人不懂】O突发！北约大批军队向乌军开火，特朗普反应却让人不懂,12/20/18,https://weibo.com/3778318521/H8f578uZu,3778318521,H8f578uZu,4319650000000000.0,12/24/18,available,1/4/19,available,13.0,,trump,uncensored
189,转发好消息：看视频《国家主权网络IPV9正式亮相》后，才知道为什么说网络安全就是国家安全，才知道为什么美国这么富有。我们每天打电话、微信、QQ和上网使用的都是美国的因特网IPV4母根服务器、主根服务器（即：互联网）。中国与美国签订了从2000年~2020年租用因特网20年的协议，每年向美国交租金，随着用量的增加每年租金都在上长，其中，2007年是5000亿，2017年是7800亿，到2020年最后一年是60000亿（六万亿），这只是中国的租金。全世界每个国家都租用美国的因特网，试想美国有多富？！举个美国的例子（用中国话来说），美国享受国家低保的人员包括在街上的乞讨人员在内，每天一日三餐的生活质量比中国普通的工薪阶层的生活质量还要好得多得多，不但衣食无忧，而且还可以到全球旅游，可见美国有多富。2014年，中国自己研发成功了具有自主知识产权的IPV9母根服务器、主根服务器，就与美国谈判要回话语权，被美国一票否决了。2015年，中国专家代表团在联大会员国会员中做试范介绍后，IPV9的安全性和质量远远超过了美国的IPV4和IPV6，被全体会员所接受，美国交出了话语权，联合国把话语权交给了中国。又经过谈判，在2017年美国又交出了管理权，联合国又把管理权交给了中国，并给了中国100年的使用和管理权。也就是说，当2020年租期一到，中国就可以使用具有自主知识产权的IPV9母根服务器、主根服务器。到现在已经有25个国家与中国签订了租用协议。2018年中国在全国所有接收发送站已经全部建成，2019年中国全国试运行，到2020年租期一到，关闭因特网，接上我国自己的新一代互联网，即物联网IPV9。如果说因特网IPV4、IPV6造就了美国的辉煌，那么，物联网IPV9从2021年开始到2120年的100年中将造就中国的辉煌。这就是中国政府向全世界庄严宣布实现两个一百年宏伟目标的底气所在。这才叫实力——请转发,12/21/18,https://weibo.com/2325804134/H8nJNz0kn,2325804134,H8nJNz0kn,4319980000000000.0,12/25/18,not available,12/26/18,not available,2686.0,Permission Denied!,china,censored
901,极左态势持续升级，不乏脑残极左“表忠”的成分，文革开始时也只是表表忠，讳疾忌医不纠正，只怕会天下大乱。,9/2/18,http://weibo.com/1446990952/GxqKhCm4m,1446990952,GxqKhCm4m,4279680000000000.0,9/5/18,not available,12/24/18,not available,199.0,Permission Denied!,cr,censored
908,【掷地有声】高老师说了自己的态度：“我在会上明确表示：1、米家山也年龄大了，能对自己当年野蛮暴行有所认识是好事情。2、不接受他的道歉。3、不见他。4、文革是国家和民族的巨大灾难，要道歉，首先要从大人物开始，你米家山当年打得好欢，现在要来道歉，你算老几哦！小人物！”,10/3/18,https://weibo.com/1561015262/GCjq1qc73,1561015262,GCjq1qc73,4291310000000000.0,10/7/18,not available,12/24/18,not available,1950021.0,Permission Denied!,cr,censored
480,昨日美股盘中惊人一跳，概因特朗普指示属下做好开征2000亿美元商品关税的行政程序。看来，毛衣战短期内还是没有缓和的余地，别幻想了。,9/15/18,http://weibo.com/1439207087/GzqZha1z9,1439207087,GzqZha1z9,4284450000000000.0,9/18/18,not available,12/27/18,not available,1039.0,Permission Denied!,trump,censored
