idx,content,pubdate,url,uid,pid,mid,testdate,status,retestdate,status_2,followers,error,topic,class,controversial,cap
405,可能是最近事很多就特别烦，加上明年又要考研了感觉自己什么都没准备很迷茫。前几天我室友看到一个哲学的考研班学费得几万，真的感觉国内哲学实在是太冷门了，大多数人学的还不都是财经啊法啊这些热门专业，你这种冷门小专业都没人权的好吧。我不懂哲学可是可是我除了哲学也什么都不懂，能怎么办吗唉，我也不能怎么办啊。,12/21/18,https://weibo.com/6502601766/H8hDc1nAW,6502601766,H8hDc1nAW,4319740000000000.0,12/25/18,not available,12/26/18,not available,76.0,Permission Denied!,hr,censored,0.2727272727272727,0.0
597,天天刷微博关注国家大事，天下大事，中东是不是有打仗了，原油又要涨了，人民币汇率又跌破多少了。美国总统特朗普又发推特，中美又要打贸易战了云云。操碎了心，然而再资本市场上，也没挣到几个破钱，呵呵。,10/4/18,https://weibo.com/6028300101/GCluJ7qoz,6028300101,GCluJ7qoz,4291390000000000.0,10/8/18,not available,12/27/18,not available,131.0,Permission Denied!,trump,censored,0.36363636363636365,0.0
28746,美国总统特朗普：油价正在下跌，太棒了。我：太棒了！！！！,11/25/18,https://weibo.com/1854102463/H4lOehp2e,1854102463,H4lOehp2e,4310370000000000.0,11/29/18,available,12/11/18,available,306.0,,trump,uncensored,0.2727272727272727,0.0
15408,改革开放看中国【八集大型政论专题片《必由之路》第六集兴国之魂】为隆重庆祝改革开放40周年，全方位展示改革开放波澜壮阔的伟大历程，由中央宣传部、中央改革办、中央党史和文献研究院、国家发展改革委、国家广播电视总局、新华社、中央广播电视总台、中央军委政治工作部联合拍摄的8集大型政论专题片《必由之路》，12月11日起在中央电视台综合频道20点档播出。O八集大型政论专题片《必由之路》第六集兴国之魂,12/16/18,https://weibo.com/3928761901/H7Da72Wa4,3928761901,H7Da72Wa4,4318190000000000.0,12/20/18,available,1/1/19,available,2156784.0,,china,uncensored,0.18181818181818182,0.0
24136,“某美国歌手公开反对共和党，川普气数已尽！”你们这些媒体为了反川真是一点鸡毛蒜皮的小事也能拿出来炒作啊……,10/9/18,https://weibo.com/2522348994/GDdzlA7SK,2522348994,GDdzlA7SK,4293470000000000.0,10/13/18,available,12/2/18,available,115510.0,,trump,uncensored,0.45454545454545453,0.0
766,『【直播】华为CFO孟晚舟被控欺诈更多案件细节流出|美国新闻速递-USNewsExpress』O【直播】华为CFO孟晚舟被控欺诈更多案件细节流出|美国新闻速递-USNewsExpress,12/7/18,https://weibo.com/2656348681/H6eL0014O,2656348681,H6eL0014O,4314870000000000.0,12/11/18,not available,12/17/18,not available,400.0,Permission Denied!,meng,censored,0.5454545454545454,0.0
717,特朗普忽悠贸易战解封，股市大涨，美国股市暴跌，股评却说咱们不惧怕！一直跌你还不惧怕吗？反弹只是骗涨，韭菜们，该到你们行动的时候了2哈尔滨,12/4/18,https://weibo.com/1989186050/H5Nzi0cMg,1989186050,H5Nzi0cMg,4313820000000000.0,12/9/18,not available,12/16/18,not available,406.0,Permission Denied!,trump,censored,0.45454545454545453,0.0
26903,外汇黄金分析师金鑫：期货原油期货SC1812期货原油翻仓计划群美国当地时间周日(11月4日)零点，美国对伊朗的第二轮制裁正式启动生效，特朗普的目标致力于零封伊朗石油出口，不过有八个国家可以在暂时继续从伊朗进口原油，据外媒猜测，这八个国家可能包括印度、日本和韩国。——投资达人说/股票/国际能源/上海黄金TD/期权/美原油/贵金属/伦敦金/上海原油期货/苹果1809螺纹钢/铁矿石/沪铜1809/橡胶1809,11/5/18,https://weibo.com/2038950003/H1gUN9aFx,2038950003,H1gUN9aFx,4303030000000000.0,11/9/18,available,12/11/18,available,1677.0,,trump,uncensored,0.2727272727272727,0.0
737,很多国人觉得川普上台这两年，美帝舆论突然变得对华不友好了。这是种错觉。对华严厉的舆论这十年一直都在，只是国人看不到，现在不看不行了，才刚刚看到一点。那种舆论在奥巴马第一任时就常见诸报端，到第二任时已是甚嚣尘上。信息自由流通的重要性就在于此----它让你有可能对现状和未来做出大致不离谱的判断，当某些事件发生的时候，你大致有所准备，至少了解一些前因后果，来龙去脉。否则，即便是别人可以预见的东西，对你来说也成了突发事件。如果你经常看美帝的媒体，看各种专家的言论，至少五年前大致能预感到今天的中美关系状况。不是因为比国人聪明，而主要是受益于信息流通。把自己锁定在一个信息闭环里面，肯定变成劣质信息的受害者，那是一种自我强加的竞争劣势。,12/8/18,https://weibo.com/5660114886/H6kZZoOgU,5660114886,H6kZZoOgU,4315110000000000.0,12/12/18,not available,12/16/18,not available,513578.0,Permission Denied!,trump,censored,0.6363636363636364,0.0
89,张首晟去世大多数英雄都有博大的情怀，要让关羽自杀除非是真的穷途末路。21世纪，人才最贵。一颗流星划过……呜呼哀哉……孟晚舟被捕，或许只是一个开始，预示着美国对于中国关键技术领先企业的打击将更为疯狂。,12/6/18,https://weibo.com/1656554193/H62bBiEMR,1656554193,H62bBiEMR,4314380000000000.0,12/10/18,not available,12/16/18,not available,6384.0,Permission Denied!,china,censored,0.7272727272727273,0.0
650,凡经营活动都会碰到问题，但所有问题集中爆雷就不是经营活动本身有问题。外有特朗普，关税大棒舞。内有锅主席，配合不含糊。搞坏大环境，金融难民苦。中产变无产，千家和万户。出借变维权，投资变投诉。终日泪洗面，求助无他处。黑子在狞笑，逃废受鼓舞。逾期复逾期，平台挣扎苦。实在撑不住，索性去跑路。经侦断案急，债权变债务。警察出动忙，维稳当要务。朗朗乾坤大，处处无求诉。深圳跳楼顶，合肥死亲父。可怜小王倩，泣血写遗书。多少乡亲们，绝望走绝路。....外有特朗普，神州不足惧。万众齐一心，奋斗不停步。经济稳增长，发展内需足。市场有规律，借贷抵押物。为何出内鬼，毁我长城长。处心加积虑，逼死无退路。坏账上万亿，顿作倾盆雨。财政不兜底，申请要补助。还我本和息，谁人鼓与呼。政府不失信，失信不政府。监管大忽悠，百姓吃大苦。国家不赔偿，人民难心服。官员要担当，出来走两步。引咎必辞职，难平国人怒。,11/7/18,https://weibo.com/1480594637/H1AU75soA,1480594637,H1AU75soA,4303800000000000.0,11/11/18,not available,12/28/18,not available,26.0,Permission Denied!,trump,censored,0.8181818181818182,0.0
816,(加威❤mote6521)律师调侃检方，其他四个人可以作为共同担保人：房产经纪可以和孟晚舟讲话，她的邻居做近距离的外围监护,12/28/18,https://weibo.com/5100910291/H9mK2xT6w,5100910291,H9mK2xT6w,4322320000000000.0,1/1/19,not available,1/1/19,not available,16.0,Permission Denied!,meng,censored,0.45454545454545453,0.0
29917,"接上一条，川普：中国已经同意下调和取消从美国进口汽车40%的税率。7月中国已将进口汽车税率下调至15%，剩余的25%是对美国关税的回应。最终达成他想要的协议的可能性不大，但他想法改变的几率非常大。川普擅长创造危机，再吹嘘他解决问题的能力。党国也没做什么让步，特朗普却宣称取得了其他总统从没有过的进展。""",12/4/18,https://weibo.com/2086541591/H5GfI0svO,2086541591,H5GfI0svO,4313540000000000.0,12/8/18,available,12/20/18,available,6761.0,,trump,uncensored,0.36363636363636365,0.0
8224,杭州打狗事件现在打几条狗你们叫的比狗还欢，计划生育的时候干嘛去了？2德国,11/17/18,https://weibo.com/2307201515/H35nXyk8F,2307201515,H35nXyk8F,4307360000000000.0,11/21/18,available,12/18/18,available,292.0,,fp,uncensored,0.8181818181818182,0.0
532,今天大盘延续周五的惯性下探，同时消息面又传出特朗普对华新一轮关税已敲定，可能会在周一或周二公布，市场疲弱叠加再传利空的双重施压，上证今天再次考验2647，创业板和深成指再创新低，接下来如果报道属实，2000亿征税在周一或周二兑现，反而有利于市场短线探低回升，破一下2638的股灾底反弹力度会更大，操作上继续择机适量在小区间反向操作。,9/17/18,http://weibo.com/1403683317/GzLQri3C8,1403683317,GzLQri3C8,4285250000000000.0,9/21/18,not available,12/27/18,not available,806828.0,Permission Denied!,trump,censored,0.18181818181818182,0.0
37053,【吉林省环保厅部署做好“今冬明春”期间水污染控制工作】多年水环境质量监测数据显示，每年11月份至次年3月份为我省全年水环境质量最差月份。今年1-3月份，长春市砖瓦窑桥、刘珍屯断面，吉林市福兴断面，通化市兴隆、民主断面氨氮浓度之和就已超出年度目标要求，导致我省全年无法达到国家考核要求。O吉林省环保厅部署做好“今冬明春”期间水污染控制工作,10/10/18,https://weibo.com/5648170468/GDgaF7O1r,5648170468,GDgaF7O1r,4293570000000000.0,10/14/18,available,11/28/18,available,188.0,,democracy,uncensored,0.45454545454545453,0.0
17717,孟晚舟被暂时扣留，华为CFO由梁华接替，供应商声援。誉满天下，招来必谤满天下，越是优秀，越容易招人嫉妒，这是人性的问题，华为这些企业，还有很多优秀的人士，成功的背后是无比的勤奋和孤独，而非其它。美帝国主义亡我中华之心不死，号领各国围堵中国高科技，我们中华儿女一定要力挺华为，去苹果买华为，打败美帝国主义为首的一切反动派！,12/8/18,https://weibo.com/2213404963/H6o46hJE3,2213404963,H6o46hJE3,4315220000000000.0,12/12/18,available,12/23/18,available,6074.0,,meng,uncensored,0.6363636363636364,0.0
13075,教师资格证成绩查询入口教师资格证成绩刷了快两天了，还不能查成绩，那些程序员我想问一下你们是不是现在在喝茶聊天，看我们吐槽很开心？？？什么效率？还中国教育考试网？？？为教育服务就这个效率，气死我了真是。2上海·华东理工大学奉贤校区,12/11/18,https://weibo.com/2279692123/H6J7btmHb,2279692123,H6J7btmHb,4316030000000000.0,12/15/18,available,12/26/18,available,54.0,,china,uncensored,0.6363636363636364,0.0
24349,上证指数sh000001上午十点半，传来消息说，美帝打算退出联合国，重新组群玩，所以引得今天盘面接下来的千股跌停。现在的股市已经远远超出了金融经济的范畴，已经到了赌国运的时候了。川普的想法能得逞吗？我看不见得，现在世界上哪个国家不是被他敲满了竹杠，然后又塞一个甜枣，脸上只能苦笑，而心里苦逼不已。他再这样搞下去就别说中期选举了，我看即使连任卸任以后，他的麻烦也不会小。只能说川普已经被逼急了，因为中期选举他已经很不乐观。大家可以想象一下，如果真的联合国没有了美帝，世界上其他所有的国家联合起来，把美元如果抛弃掉，重组一个世界，会出现一个什么样的结果呢？当然，这对我们天朝来说是最佳方案。虽然有些想当然，但是可以朝着它去努力，即使达不成，也可以达到一个次优结果。再看盘面，我们的大a股只用了两天的时间，就把吃饭行情给破坏掉，今天已经跌破了2638点，并且跌破了2600点，很多3000点2900点2800点喊抄底的人，现在2500多点，反而不敢买了，真是怪事！有的人说美股还会跌，我就先不说美股爆了的话，对我们天朝的好处了，只对a股来说，我们对它的相关程度也只会越来越低，欧美股市出来的钱会往哪儿去呢？也只有我们大a股，现在是在低位。现在这里2560点是底吗？这个谁也不知道，但是我相信现在的底部比当初2700点左右发动吃饭行情会来得更夯实。另外一个就是看看手中的个股情况了。我的三层仓位大概是在2670点附近买的，到现在做了一个过山车还有一个多点的利润呐。这两天多看少动，等过了周末到下周一，看看美股的情况再决定下一步吧。,10/11/18,https://weibo.com/2717739413/GDqyyDAoo,2717739413,GDqyyDAoo,4293970000000000.0,10/15/18,available,12/2/18,available,190.0,,trump,uncensored,0.5454545454545454,0.09090909090909091
938,最近zf在搞文革？牛逼啊！狗娃子天一减刑扫黄,11/26/18,https://weibo.com/5537428240/H4vaFoab9,5537428240,H4vaFoab9,4310730000000000.0,11/30/18,available,12/17/18,not available,55.0,Permission Denied!,cr,censored,0.8181818181818182,0.18181818181818182
880,说起努力努力白努力用的地图头像，爱国的观念应该是每个人心里都有的不是拿出来做人设的，我想起来有个用d/徽做头像的同学，推荐积极fz很当然地被选上了(没有酸，利益不冲突)大概是口头说说比做实事更容易让人知道的原因吧,12/25/18,https://weibo.com/3179590842/H8T5Eq2h2,3179590842,H8T5Eq2h2,4321180000000000.0,12/29/18,not available,12/30/18,not available,518.0,Permission Denied!,patriotism,censored,0.6363636363636364,0.09090909090909091
452,特朗普称再对“2670亿美元”中国商品加征关税！美股下跌！随着特朗普日前所订的“评议期”结束，美国很可能在近日对中国价值2000亿美元的商品加征关税，而特朗普也在当地时间7日表示，要是他想要的话，已经准备好可以宣布对另一波2670亿美元的中国商品加关税。白宫方面则表示，目前会先参考完所有大众评论后，再做出决定。特朗普在专机空军一号上受访时提到，“目前大家谈到的2000亿美元商品（关税措施）可能随时实施，但主要是看中国怎么回应，某种程度上来说是取决于中国。”接着他表示，“我很不想这么说，但是如果我想要的话，接下来后面还有另一波2670亿美元的措施，已经准备好随时上场，这会彻底改变局面。”在特朗普发言不久前，白宫经济顾问库卓表示，特朗普目前还不会对2000亿美元的中国商品加关税，必须等到白宫方面评估完过去60天评议期内收到的意见，美国贸易代表处在这段期间内收到了将近6000则有关加征关税措施的评论。公众评议期已经在9月6日结束。彭博报导，根据人口普查局数据显示，美国去年从中国进口了价值5050亿的商品，如果特朗普最新的关税威胁成真，即原本已经实施的500亿美元，再加上一共4670亿美元的商品，那么就已经超过去年的总价值，也就等于加征关税范围可能会涵盖了所有中国进口产品。特朗普的发表这个言论之后，美股三大指数盘中都下跌，道琼工业指数最低点到了25823点，跌幅0.66%，标普500指数也跌0.3%至2，870点。聚焦中美贸易战中美贸易摩擦,9/8/18,http://weibo.com/2215287227/GynJJ7Bnb,2215287227,GynJJ7Bnb,4281940000000000.0,9/11/18,not available,12/26/18,not available,12478.0,Permission Denied!,trump,censored,0.45454545454545453,0.09090909090909091
1229,无意中刷了陈坤的微博，感觉很有趣啊，逗比型帅哥，以前的印象还是小时候看名扬花鼓的名扬很帅，然后就是前几天的爱国热搜，爱国boy好感度提升搜了一下竟然是我们大水瓶，怪不得是个怪叔叔哈哈哈哈哈，符合我的风格,12/6/18,https://weibo.com/3140558717/H60PsowVg,3140558717,H60PsowVg,4314330000000000.0,12/11/18,available,12/21/18,available,31.0,,patriotism,uncensored,0.45454545454545453,0.09090909090909091
35883,出于某种不幸原因，“民主”似乎完全等同于美国的投票选举。那真的太糟了；因为它把我们拉入一个古老观念，“强权（大多数人）即公理。”在那条诱人道路的尽头是毁灭本身。就算有大多数人的意志，你仍会迎来毁灭。,9/4/18,http://weibo.com/6019979781/GxLHLBUac,6019979781,GxLHLBUac,4280480000000000.0,9/7/18,available,12/31/18,available,361.0,,democracy,uncensored,0.7272727272727273,0.09090909090909091
339,广州十三行许静真的让人心寒，希望打黑除恶不是空口白话；希望我们的富强民主文明和谐不只是口号；为人民服务不只是一句宣传标语。改革开放四十周年确实有很多成果，我们也不至于忘记国家的好，但是这种事情无论放在哪里，无论在谁身上，都不是可以绝口不提的小事，甚至被一次次地撤热搜，降热度。这种做法只会让人心痛，一个人生刚刚开始的年轻人，他的生命就这么不值一提吗？我不敢想这种事情发生在我自己身边会怎样，真的很害怕，在我们的土地上，在我自己的祖国，真的很害怕。,12/19/18,https://weibo.com/6323836230/H7ZhvFtHB,6323836230,H7ZhvFtHB,4319040000000000.0,12/23/18,not available,12/24/18,not available,162.0,Permission Denied!,democracy,censored,0.9090909090909091,0.36363636363636365
722,张首晟去世据说：华裔物理学家张首晟的所谓抑郁症跳楼死亡和这个事情很大的关系，张教授是掌握量子自旋霍尔效应核心技术的科学教，12月1日和孟晚舟在阿根廷晚宴，然后孟返回国内加拿大转机被抓了，张教授就“因抑郁症跳楼自杀”，张教授是为民族而牺牲的！美帝无所不用其极的手段，这是特朗普策略战术的变化，需要引起重视，毕竟他前面毛衣战是算输了。,12/6/18,https://weibo.com/2602260285/H5YGl2wdH,2602260285,H5YGl2wdH,4314250000000000.0,12/10/18,not available,12/16/18,not available,1967.0,Permission Denied!,trump,censored,0.8181818181818182,0.18181818181818182
11498,祖国这一年【中国专利申请数连续7年位列全球第一】世界知识产权组织（WIPO）3日公布的2017年世界知识产权报告显示，从受理专利申请的国家和地区有关数量来看，中国的申请数达138万项，占整体的4成多，连续7年位列首位。商标权、设计权的申请数也均为中国居首。,12/6/18,https://weibo.com/2037897050/H62cCeWAe,2037897050,H62cCeWAe,4314380000000000.0,12/10/18,available,12/22/18,available,221904.0,,china,uncensored,0.2727272727272727,0.09090909090909091
31286,特朗普女婿可能出任白宫幕僚长白宫是他的一亩三分地，选民和国会都管不了他的白宫任命。,12/14/18,https://weibo.com/1456207935/H7hT8xghQ,1456207935,H7hT8xghQ,4317370000000000.0,12/18/18,available,12/29/18,available,401.0,,trump,uncensored,0.36363636363636365,0.0
257,呵呵，别忘了东欧国家几十万政府秘密线人，在转型成为民主国家以后，摇身一变，他们变成了艺术家、商人、政客、托斯拉或者控制媒体的媒体巨头。他们可以让你看到一切他们想让你看到的，他们想让你听到谁的声音就听到谁，想听到什么时候就听到什么时候，想让总统的声音消失就消失。而很多发现秘密的普通人在俄罗斯，甚至会凭空就消失了。这批社会主义国家从90年后到今天，已经过去了近三十年。而在中国，这个数量很可能是十倍以上。我提到过的许多人，不管他们是什么嘴脸和面貌出现，其实他们就是同类人。他们只有这个能力，在所谓民主和思维方面，他们就永远是弱鸡。所以要看到更深层次的原因，为什么威权主义国家也会有廉洁高效的政府。究竟人们为什么争论不休，到底我们应该取舍什么样的人才和管理准则，从而得到什么样的社会。,9/26/18,https://weibo.com/1846993614/GBabjlk3y,1846993614,GBabjlk3y,4288570000000000.0,9/30/18,available,12/26/18,not available,56542.0,Permission Denied!,democracy,censored,0.5454545454545454,0.09090909090909091
5525,出国留学最大的感触就是祖国的好坏有多重要每次上和历史，文化或者政治有关的课都感觉挨了一次批斗社会主义限制人权禁用脸书ins禁止政治活动独裁每次都要被外国人提出来婊一遍但是仔细想想他们不是婊我们是事实每次教授问班里中国人怎么想的时候他们说想示威也不行完全没想过这些问题他们也不是撒谎或是故意不说我觉得丢脸的正是因为他们说的都是实实在在的事实一方面是国家独裁的问题一方面是我们的青年对国家政治和民主的态度无关心的可怕甚至当说到中国一些瑕疵时像我这样觉得心里有点难受的留学生都是极少数中国在历史上为国家献出全部的时代已经结束我觉得更恐怖的是对于国家干涉个人权利时国人的麻木与无关心不得不让人觉得这是经济的飞速发展带来的可怕副作用,10/10/18,https://weibo.com/6189863749/GDh9zaesx,6189863749,GDh9zaesx,4293610000000000.0,10/14/18,available,11/30/18,available,80.0,,hr,uncensored,0.7272727272727273,0.09090909090909091
7,上次红黄蓝幼儿园事件这次又是重庆幼儿园砍人事件。真的，以后我小孩都不敢往幼儿园送了看文字就看的心里一阵发凉重庆幼儿园砍人上不了热搜,10/26/18,https://weibo.com/6299094272/GFJ4ovi9i,6299094272,GFJ4ovi9i,4299450000000000.0,10/30/18,not available,12/26/18,not available,1000.0,Permission Denied!,kindergarten,censored,0.7272727272727273,0.2727272727272727
431,锦城逸景A区妈呀我才搬进来就发生杀人事件，真的是太恐怖了，租客多的一栋楼，治安怎么办呀！照片会被和谐就不发了，太血腥,12/2/18,https://weibo.com/5573928370/H5mWxDBcw,5573928370,H5mWxDBcw,4312800000000000.0,12/6/18,not available,12/13/18,not available,32.0,Permission Denied!,propaganda,censored,0.45454545454545453,0.18181818181818182
